a 13 13
aa 4 3
aaa 3 0
aaaa 3 0
aaaaa 1 0
aaaaaaaaadc 0 1
aaaaaaaaaew 0 1
aaaaaaaaato 0 1
aaaaaaaabhc 0 1
aaaaaaaagy 1 0
aaahc 0 24
aaalac 0 1
aaanswer 1 1
aaba 0 1
aabaaiafcq 0 1
aabc 0 1
aacf 0 1
aacvpr 0 1
aae 1 0
aaf 1 0
aafco 5 1
aaguineapig 1 0
aakfc 0 1
aan 0 2
aanbieden 0 1
aantasten 0 1
aarc 0 1
aaron 1 2
aarp 0 14
aarpmedicareplan 0 1
aartiesha 0 1
aasd 1 0
aat 0 2
aatb 0 4
ab 15 6
aba 2 0
abaa 0 1
abacavir 1 0
abandon 8 7
abandonment 0 1
abatement 0 1
abattoir 8 2
abbaye 1 0
abbestellt 1 0
abbeville 0 1
abbey 3 1
abbie 3 0
abbington 0 1
abbit 1 0
abbott 1 1
abbr 1 0
abbreviate 0 1
abbreviation 0 3
abby 3 1
abc 24 7
abcb 0 1
abcess 0 6
abd 0 1
abdomen 6 31
abdominal 11 85
abdon 1 0
abduct 1 0
abdulmassih 0 1
abe 2 0
abeja 1 0
aberdeen 1 1
abf 0 1
abg 0 1
abga 1 0
abgvq 1 0
abhay 0 1
abhorrent 3 0
abhw 1 0
abide 2 0
abigail 2 3
abilene 2 0
abilify 1 0
ability 37 56
abingdon 1 0
abington 0 1
abiquiu 0 1
ablation 0 24
able 111 154
ablitiy 1 0
abnormal 6 16
abnormality 6 31
abnormally 0 3
abo 0 2
aboard 1 2
abode 1 0
abog 0 3
abogado 0 2
abolitionist 1 0
abort 0 1
abortion 1 2
abou 3 0
abound 4 11
aboutastro 1 0
aboutcrohnsdisease 0 1
aboutfarm 1 0
aboutlancs 0 1
aboutmyplanet 1 0
aboutrabbit 1 0
aboy 0 1
abracadabra 1 0
abrade 1 0
abraham 1 0
abram 0 1
abrasion 1 0
abrasive 2 2
abreast 0 2
abreva 1 0
abridge 1 0
abrigo 1 0
abroad 1 1
abrt 0 1
abruptly 0 2
abscess 3 8
absence 7 3
absense 1 2
absent 1 4
absolute 15 4
absolutely 92 31
absorb 25 19
absorbability 1 0
absorbable 3 1
absorbant 0 1
absorbent 2 2
absorbtion 1 0
absorption 13 24
abstain 0 2
abstinence 0 3
abstinent 0 1
abstract 0 5
abundance 14 1
abundant 43 7
abundante 1 0
abundantly 0 2
abuse 26 21
abuser 1 1
abusive 3 0
aby 0 1
abyssinian 8 0
ac 12 13
aca 1 0
acad 0 1
academic 7 8
academics 1 0
academy 8 3
acadia 0 2
acadiana 0 1
acai 55 3
acaicleanse 1 0
acaisave 3 0
acaitrial 2 0
acana 1 0
acanthamoeba 0 1
acanthosis 0 2
acanzt 1 2
acaom 0 1
acapella 1 0
acapulco 1 0
acarbose 1 0
acaso 1 0
acatalog 1 0
acbpbib 0 1
acbpromotion 2 0
acc 2 0
acccount 2 0
acce 1 0
accelerate 12 14
accelerator 0 1
accent 7 0
accentuate 0 3
accept 141 66
acceptable 4 3
acceptance 10 3
accesibility 0 1
accesorry 1 0
accesory 6 0
access 89 117
accessibility 4 6
accessibilityuc 0 1
accessible 14 9
accessory 144 55
accesspak 1 0
accident 17 8
accidental 4 0
acclaim 3 1
acclarent 0 1
acclimation 1 1
accolade 1 0
accolate 1 0
accommodate 8 16
accommodation 8 5
accomodate 3 3
accompaniment 1 0
accompany 16 34
accomplish 12 25
accomplishment 0 1
accord 68 37
accordance 6 10
accordi 1 0
accordingly 2 1
accordion 1 1
accorsini 1 0
account 343 122
accountability 1 2
accountable 0 3
accountant 6 0
accoyo 1 0
accp 0 1
accredit 13 10
accreditation 1 7
accsc 0 2
acct 1 0
accu 1 0
accum 1 0
accumax 0 1
accumulate 4 8
accumulation 0 1
accuneb 1 0
accupril 1 0
accuracy 86 40
accurate 162 31
accurately 5 6
accuretic 1 0
accuse 2 0
accustom 2 2
accutane 2 13
accutanerisk 0 1
accutanewarn 0 11
ace 3 1
acebutolol 1 0
aceite 1 0
aceleran 1 0
acellular 0 1
acentuado 1 0
aceon 1 0
acer 0 1
acerca 1 0
acerola 2 0
acessory 1 0
aceta 1 0
acetabular 0 1
acetami 1 0
acetaminophen 1 8
acetate 4 6
acetec 0 1
acetone 0 1
acetyl 1 0
acetylcholine 0 1
acetylcysteine 0 1
acetylsalicylic 1 0
acewalco 1 0
ach 8 52
achalasia 0 1
ache 2 12
acheive 0 1
achievable 23 3
achieve 78 79
achievement 2 3
achiever 0 2
achigj 0 1
achille 0 3
achillea 0 1
achiness 0 6
acid 78 87
acidemia 1 0
acidic 5 3
acidification 2 0
acidifier 1 0
acidity 2 0
acidophilus 8 1
acidosis 0 1
acidreflux 0 1
acidrefluxlife 0 1
acini 0 1
aciphex 1 0
acito 1 0
acitretin 1 0
acitydisc 1 0
acj 0 1
ackerman 1 0
acknowledge 10 13
ackrabbit 1 0
aclovate 1 0
aclr 1 0
acm 1 0
acme 2 0
acne 8 15
acnezine 1 0
acoc 0 1
acog 0 2
acontecimiento 1 0
